Isocortex_FRP	Isocortex_MO	Isocortex_ORB	Isocortex_PTLp	Isocortex_RSPd	Isocortex_RSPv	Isocortex_SS	Isocortex_VIS	OlfactoryAreas_AOBgl	OlfactoryAreas_AOBgr	OlfactoryAreas_AOBmi	OlfactoryAreas_AON1	OlfactoryAreas_AON2	OlfactoryAreas_MOBgl	OlfactoryAreas_MOBgr	OlfactoryAreas_MOBipl	OlfactoryAreas_MOBmi	OlfactoryAreas_MOBopl	OlfactoryAreas_PIR1	OlfactoryAreas_PIR2	OlfactoryAreas_PIR3	Hippocampus_CA1slm	Hippocampus_CA1so	Hippocampus_CA1sp	Hippocampus_CA1sr	Hippocampus_CA2slm	Hippocampus_CA2so	Hippocampus_CA2sp	Hippocampus_CA2sr	Hippocampus_CA3slm	Hippocampus_CA3slu	Hippocampus_CA3so	Hippocampus_CA3sp	Hippocampus_CA3sr	Hippocampus_DGgrInf	Hippocampus_DGgrSup	Hippocampus_DGmoInf	Hippocampus_DGmoSup	Hippocampus_DGpo	Hippocampus_SUB	CorticalSubplate_CLA	CorticalSubplate_EPd	Striatum_ACBc	Striatum_ACBsh	Striatum_CP	Striatum_FS	Striatum_OT1	Striatum_OT2	Striatum_OT3	Striatum_isl	Pallidum_BST	Pallidum_GPi	Pallidum_MA	Pallidum_NDB	Pallidum_SI	Thalamus_AV	Thalamus_LD	Thalamus_LP	Thalamus_PO	Thalamus_RT	Thalamus_SPFp	Thalamus_VAL	Thalamus_VM	Thalamus_VPL	Thalamus_VPM	Thalamus_VPMpc	Hypothalamus_LHA	Hypothalamus_LPO	Hypothalamus_PSTN	Hypothalamus_SO	Hypothalamus_STN	Hypothalamus_ZI	Midbrain_APN	Midbrain_CUN	Midbrain_IC	Midbrain_MEV	Midbrain_MRN	Midbrain_NOT	Midbrain_PPN	Midbrain_PPT	Midbrain_RR	Midbrain_SCm	Midbrain_SCs	Midbrain_SNc	Midbrain_SNr	Pons_NLL	Pons_PB	Pons_PG	Pons_PRNc	Pons_PRNr	Pons_SOC	Pons_V	Medulla_CU	Medulla_IRN	Medulla_LAV	Medulla_LI	Medulla_LRN	Medulla_MDRN	Medulla_MV	Medulla_MX	Medulla_PARN	Medulla_PGRNl	Medulla_SPIV	Medulla_SPVC	Medulla_SPVI	Medulla_SPVO	Medulla_SUV	Medulla_VII	Medulla_X	Cerebellum_ANcr1gr	Cerebellum_ANcr1mo	Cerebellum_ANcr2gr	Cerebellum_ANcr2mo	Cerebellum_CENT2gr	Cerebellum_CENT2mo	Cerebellum_CENT3gr	Cerebellum_CENT3mo	Cerebellum_COPYgr	Cerebellum_COPYmo	Cerebellum_CUL4,5gr	Cerebellum_CUL4,5mo	Cerebellum_DECgr	Cerebellum_DECmo	Cerebellum_FN	Cerebellum_FOTUgr	Cerebellum_FOTUmo	Cerebellum_IP	Cerebellum_NODgr	Cerebellum_NODmo	Cerebellum_PRMgr	Cerebellum_PRMmo	Cerebellum_PYRgr	Cerebellum_PYRmo	Cerebellum_SIMgr	Cerebellum_SIMmo	Cerebellum_UVUgr	Cerebellum_UVUmo
0.00055715	0.002631	0.0010178	0.012626	0.012529	0.043402	0.008339	0.023845	0.038859	0.2405	0.12142	0.0058274	0.0015325	0.1956	0.43911	0.31721	0.41686	0.052162	0.0014178	0.0032719	0.0093303	0.053286	0.0065774	0.47984	0.0021618	0.022327	0.015769	1	0.020736	0.025538	0.10312	0.088631	0.36028	0.050803	0.44896	0.38879	0.0038565	0.0041611	0.39932	0.015379	0.013557	0.023385	0.010343	0.01003	0.0063161	0.030484	0.0012274	0.0085814	0.0043375	0.044409	0.083378	0.37301	0.44089	0.28229	0.4423	0.022762	0.0047512	0.0077814	0.0032264	0.0092943	0.0089308	0.008011	0.0055847	0.0024585	0.0053711	0.032323	0.34663	0.27966	0.18827	0.3012	0.10543	0.079006	0.015166	0.030177	0.18137	0.049517	0.04005	0.030197	0.031691	0.034002	0.076223	0.097521	0.074189	0.30421	0.59534	0.1128	0.057744	0.16801	0.072866	0.063859	0.21059	0.090432	0.41572	0.18157	0.23921	0.25522	0.060451	0.15797	0.21797	0.20108	0.13633	0.24309	0.60049	0.1001	0.169	0.15199	0.1639	0.23094	0.25698	0.081889	0.21272	0.067661	0.11978	0.016854	0.050343	0.026845	0.053407	0.035155	0.069575	0.027583	0.096184	0.029874	0.096033	0.21726	0.045173	0.061301	0.14384	0.023043	0.057599	0.080451	0.079641	0.027543	0.062978	0.059194	0.12589	0.02485	0.052405
0.05134	0.092973	0.064826	0.16579	0.25573	0.1305	0.13165	0.23922	0.13236	0.19825	0.2506	0.56002	0.22693	0.27448	0.07713	0.10297	0.019145	0.3779	0.23226	0.27762	0.29769	0.22187	0.35693	0.051636	0.15958	0.88991	0.91056	0.020736	1	0.63152	0.0016788	0.52138	0.0026312	0.5569	0.0010449	0.00088664	0.33863	0.3466	0.012044	0.16995	0.33735	0.31802	0.27713	0.29855	0.20766	0.26083	0.18364	0.32592	0.27413	0.32943	0.044172	0.0085083	0.052962	0.077294	0.020669	0.090117	0.26307	0.23563	0.29304	0.016252	0.014693	0.2647	0.15052	0.12221	0.30587	0.32644	0.024086	0.027065	0.043428	0.022652	0.052946	0.01385	0.012702	0.011739	0.031014	0.014953	0.012517	0.038493	0.011207	0.031077	0.022393	0.023313	0.053931	0.030536	0.01913	0.012342	0.017365	0.10282	0.010835	0.011889	0.011091	0.028729	0.031412	0.020736	0.013488	0.04883	0.043283	0.026289	0.013171	0.017268	0.01903	0.018456	0.012577	0.03029	0.031955	0.021568	0.031046	0.024423	0.03076	0.0066535	0.044909	0.013263	0.051721	0.0082048	0.033353	0.0078764	0.026605	0.01225	0.046977	0.0068622	0.024452	0.0030543	0.0055728	0.018476	0.0094571	0.019492	0.023986	0.0043188	0.017319	0.01883	0.057894	0.0059871	0.011721	0.012523	0.043364	0.0095749	0.022799
0.021383	0.045655	0.024998	0.12759	0.19069	0.10641	0.089229	0.19785	0.044523	0.12742	0.13737	0.21789	0.062897	0.21086	0.062065	0.068093	0.016972	0.13257	0.084245	0.082611	0.089883	0.35964	0.46437	0.104	0.18543	0.72958	0.47582	0.025538	0.63152	1	0.0040771	0.64391	0.0050906	0.80028	0.001581	0.0014827	0.33029	0.34209	0.013669	0.098515	0.15296	0.10856	0.19853	0.1618	0.11625	0.1838	0.076572	0.15989	0.11552	0.13785	0.020516	0.0091802	0.048301	0.050533	0.023487	0.027745	0.069444	0.07573	0.095714	0.0034019	0.0027547	0.096085	0.04979	0.02986	0.094222	0.16492	0.021032	0.019475	0.020672	0.0098021	0.022332	0.0046693	0.0025927	0.0027379	0.017349	0.0041895	0.0032312	0.011636	0.0026571	0.010274	0.0071646	0.0098248	0.027422	0.018064	0.019573	0.004304	0.0048544	0.042062	0.0037386	0.0037237	0.0054306	0.011545	0.030818	0.012369	0.0076117	0.031497	0.014339	0.015426	0.0085611	0.012132	0.0082451	0.011161	0.016625	0.012426	0.016981	0.010163	0.016871	0.01538	0.019346	0.018377	0.056745	0.030623	0.068531	0.017671	0.038528	0.017244	0.039348	0.021696	0.042972	0.016613	0.039302	0.0084655	0.013452	0.013016	0.022595	0.035966	0.012585	0.0099203	0.027511	0.039565	0.051468	0.015816	0.024392	0.031198	0.057875	0.019824	0.036481
0.0011149	0.0028519	0.00092995	0.010773	0.0080627	0.017542	0.0078875	0.013012	0.0010587	0.016359	0.0096152	0.00050768	0.00032198	0.011038	0.12862	0.12075	0.27736	0.0047542	0.00032091	0.00072821	0.00066602	0.060891	0.0072803	0.16137	0.0071782	0.0017008	0.00073613	0.10312	0.0016788	0.0040771	1	0.010634	0.63005	0.019599	0.12853	0.064744	0.0027177	0.0028238	0.43123	0.0037305	0.00085195	0.0014496	0.0037692	0.0035616	0.0013953	0.0041499	0.00040123	0.0025726	0.0012288	0.0091937	0.0049217	0.034494	0.050822	0.043219	0.1092	0.00025799	8.5065e-05	0.00013877	3.721e-05	6.9119e-05	7.8879e-05	5.8272e-05	3.4333e-05	1.4945e-05	4.0183e-05	0.00032236	0.065864	0.037425	0.025254	0.018048	0.0014353	0.0026014	0.00018359	0.0006609	0.017117	0.00094309	0.00074244	0.00043229	0.00052545	0.00048893	0.0010669	0.0034388	0.0033277	0.011983	0.053562	0.0016314	0.0016706	0.013829	0.002685	0.0017601	0.0073176	0.0024026	0.027048	0.0139	0.0041352	0.044226	0.00084063	0.012296	0.0072464	0.061556	0.0066466	0.011104	0.067455	0.0047169	0.0057849	0.0047452	0.0032815	0.011353	0.0034724	0.045218	0.0087065	0.029938	0.0063701	0.0077541	0.002449	0.013187	0.0040874	0.0072804	0.0023976	0.020818	0.012073	0.043952	0.040271	0.0024201	0.028799	0.01015	0.001592	0.013668	0.0046824	0.021104	0.0021995	0.022002	0.013616	0.02693	0.0072133	0.0083596	0.0050252
0.031294	0.081987	0.046139	0.22434	0.28351	0.30967	0.15842	0.39016	0.18759	0.45964	0.46875	0.23878	0.078937	0.23462	0.19406	0.18727	0.054408	0.26835	0.10405	0.10967	0.20063	0.43763	0.29069	0.18169	0.10036	0.67082	0.4793	0.088631	0.52138	0.64391	0.010634	1	0.022298	0.68062	0.0065919	0.0047006	0.10622	0.11077	0.04552	0.26435	0.31073	0.25497	0.28685	0.20547	0.25214	0.40417	0.08614	0.17727	0.14185	0.16796	0.13162	0.075602	0.20464	0.20518	0.10608	0.14291	0.1625	0.2095	0.17976	0.032525	0.02524	0.21066	0.14969	0.090423	0.17937	0.36138	0.11794	0.12066	0.11971	0.067557	0.14371	0.046901	0.025318	0.027958	0.13123	0.040064	0.033441	0.081266	0.026734	0.07647	0.06069	0.087607	0.16749	0.1256	0.11138	0.037285	0.046351	0.17815	0.036817	0.035983	0.044246	0.091187	0.15764	0.093097	0.057951	0.15396	0.097849	0.11035	0.068701	0.077831	0.069999	0.077592	0.093843	0.097102	0.12111	0.086498	0.1174	0.10477	0.11908	0.046401	0.23934	0.058995	0.22686	0.030767	0.14164	0.034049	0.12773	0.060032	0.20536	0.026079	0.1195	0.0099209	0.031658	0.087227	0.030058	0.082328	0.091533	0.01579	0.080524	0.097137	0.23083	0.020857	0.058664	0.056525	0.20157	0.032002	0.096114
0.00059046	0.0021388	0.00072584	0.0094167	0.0072751	0.026923	0.0064669	0.014893	0.0058668	0.063229	0.032418	0.00080359	0.0003655	0.025628	0.28801	0.21575	0.47164	0.010369	0.00034805	0.00083946	0.0015295	0.047677	0.0038591	0.27533	0.0022663	0.0028995	0.0014738	0.36028	0.0026312	0.0050906	0.63005	0.022298	1	0.020129	0.37893	0.20078	0.0012447	0.0013207	0.63389	0.0061676	0.0020629	0.003729	0.0042322	0.0035698	0.002256	0.0085305	0.000356	0.0025578	0.0012433	0.011359	0.023576	0.17073	0.1674	0.11629	0.28233	0.001864	0.00032931	0.00060644	0.00015909	0.00082404	0.0008772	0.00032124	0.00024381	0.00010145	0.00020531	0.0016235	0.21049	0.13754	0.085097	0.092391	0.011349	0.020591	0.0019627	0.0059836	0.078059	0.0087652	0.0071234	0.0035672	0.0053485	0.0041959	0.010471	0.023796	0.017167	0.073927	0.23239	0.017184	0.012852	0.049689	0.021238	0.015192	0.05735	0.019268	0.13361	0.076372	0.039625	0.13553	0.0074774	0.063143	0.059157	0.18661	0.043806	0.072506	0.28927	0.028851	0.038942	0.036995	0.028226	0.071846	0.031552	0.082302	0.045134	0.052371	0.026524	0.01265	0.01093	0.021804	0.014688	0.01868	0.013575	0.026541	0.035515	0.039882	0.073301	0.025249	0.037474	0.024216	0.016981	0.019181	0.015359	0.049233	0.012976	0.026179	0.03064	0.045317	0.030053	0.014346	0.015283
0.041443	0.080601	0.043079	0.19973	0.26895	0.16543	0.14611	0.292	0.056182	0.19142	0.1974	0.20793	0.077751	0.23708	0.15087	0.17477	0.057494	0.18715	0.094347	0.10803	0.10351	0.53661	0.56378	0.16601	0.29825	0.57291	0.38206	0.050803	0.5569	0.80028	0.019599	0.68062	0.020129	1	0.0047092	0.0035857	0.38029	0.39304	0.0535	0.13413	0.14502	0.12684	0.23581	0.20907	0.13801	0.19831	0.086844	0.19664	0.14119	0.21455	0.033071	0.018445	0.084687	0.098126	0.050615	0.027516	0.055654	0.061338	0.059031	0.0042159	0.0038395	0.058206	0.031422	0.019417	0.0572	0.11384	0.046452	0.041147	0.046035	0.02402	0.027317	0.010029	0.0042513	0.0055416	0.035867	0.0076532	0.0060823	0.014493	0.005111	0.012741	0.011411	0.017369	0.03819	0.03128	0.037358	0.0074056	0.0097644	0.08142	0.0085389	0.0079017	0.01189	0.019835	0.048748	0.02732	0.012358	0.06665	0.018889	0.031734	0.015566	0.034413	0.017742	0.022827	0.031888	0.02363	0.027985	0.018194	0.02445	0.030214	0.024568	0.025526	0.058204	0.038315	0.062376	0.019511	0.033786	0.020852	0.035169	0.023137	0.040208	0.0212	0.041304	0.013323	0.018427	0.015605	0.029714	0.035802	0.016075	0.012921	0.024917	0.046167	0.045867	0.020697	0.026434	0.037439	0.055177	0.021388	0.032992
4.5614e-05	0.00021548	7.0605e-05	0.0012796	0.0010748	0.0051793	0.00080558	0.0022339	0.002577	0.030936	0.014468	0.00022159	7.3174e-05	0.025193	0.13531	0.099229	0.30123	0.0060782	5.6835e-05	0.0001877	0.00047723	0.0080105	0.00050446	0.18688	0.00020023	0.0010972	0.0006103	0.44896	0.0010449	0.001581	0.12853	0.0065919	0.37893	0.0047092	1	0.87365	0.00031894	0.00034219	0.23052	0.0010138	0.00076376	0.0015494	0.00084469	0.00078803	0.00035859	0.002789	5.0839e-05	0.00068063	0.00025028	0.0054107	0.012958	0.10561	0.11141	0.058494	0.19752	0.0010549	0.00013074	0.00024005	7.4864e-05	0.00051845	0.00049157	0.00019782	0.00013563	5.2996e-05	0.00012868	0.0011023	0.1121	0.076257	0.041242	0.060743	0.0080944	0.010866	0.0011566	0.0032191	0.031494	0.005414	0.0043249	0.002151	0.0035016	0.0024193	0.0080112	0.011761	0.0078103	0.060669	0.2028	0.020111	0.0072139	0.023724	0.0096765	0.0084822	0.040576	0.010324	0.11028	0.028965	0.040117	0.072648	0.0052307	0.023517	0.032312	0.068957	0.02157	0.041075	0.21812	0.013147	0.022788	0.021702	0.021458	0.035095	0.034001	0.048284	0.031907	0.038321	0.019755	0.0094176	0.008215	0.016486	0.010614	0.014115	0.0078077	0.020275	0.027265	0.037796	0.083147	0.023681	0.034819	0.023652	0.013833	0.023875	0.017623	0.030943	0.0076244	0.023629	0.030606	0.032129	0.022271	0.01516	0.015111
1.641e-05	8.531e-05	2.6295e-05	0.00060329	0.00054679	0.0024521	0.00036307	0.0010823	0.0013248	0.018225	0.0079911	0.00014387	3.7467e-05	0.026705	0.078306	0.05626	0.17852	0.003845	2.8902e-05	9.8684e-05	0.00025228	0.0049436	0.00033573	0.16999	0.00011651	0.00092403	0.00049679	0.38879	0.00088664	0.0014827	0.064744	0.0047006	0.20078	0.0035857	0.87365	1	0.00029843	0.00032203	0.12858	0.00046224	0.00045861	0.00089198	0.00046478	0.00045204	0.00016448	0.00162	2.6289e-05	0.00042123	0.00013887	0.0038461	0.0061929	0.060541	0.070748	0.033	0.12448	0.00058498	7.8656e-05	0.00014135	5.2148e-05	0.0002321	0.00021075	0.00015245	9.1213e-05	3.305e-05	9.9776e-05	0.00093727	0.059144	0.039132	0.019537	0.032261	0.0048141	0.0046178	0.00048702	0.0013014	0.014101	0.002398	0.0018554	0.0010593	0.0015055	0.0011878	0.0041099	0.0053148	0.0038281	0.034987	0.13354	0.011324	0.003059	0.012362	0.0039888	0.0036733	0.021099	0.0049027	0.071658	0.013028	0.025421	0.03807	0.0027962	0.010567	0.016959	0.029333	0.0096255	0.021583	0.14197	0.0058213	0.011828	0.010549	0.012315	0.018045	0.023691	0.037757	0.023912	0.031718	0.015192	0.0075634	0.0058183	0.013133	0.0079064	0.010647	0.0049255	0.017217	0.020847	0.035767	0.072082	0.016603	0.03225	0.019951	0.0084903	0.021809	0.014812	0.024209	0.0050669	0.021609	0.025732	0.027259	0.016834	0.01365	0.012358
0.041012	0.047693	0.029969	0.075436	0.1207	0.026406	0.064722	0.075128	0.006028	0.019734	0.024564	0.16821	0.090654	0.10377	0.02348	0.039861	0.010179	0.078956	0.086082	0.11135	0.039851	0.16637	0.46205	0.026479	0.42439	0.23723	0.18548	0.0038565	0.33863	0.33029	0.0027177	0.10622	0.0012447	0.38029	0.00031894	0.00029843	1	0.99887	0.0061455	0.027823	0.043382	0.042021	0.10601	0.15419	0.037616	0.042746	0.090717	0.19057	0.1291	0.20711	0.0022615	0.00050128	0.0068729	0.011864	0.004022	0.0021705	0.015138	0.011047	0.015454	0.00018024	0.00019333	0.010547	0.0038883	0.0031679	0.014728	0.016092	0.0030304	0.0025391	0.004406	0.0014901	0.0013156	0.00036842	0.00019766	0.00024324	0.0017063	0.00031976	0.00023258	0.00085946	0.00021648	0.00065974	0.00046001	0.00066035	0.0023369	0.0014252	0.0017596	0.00026294	0.00043854	0.011435	0.0003213	0.000305	0.00044675	0.00084022	0.0024813	0.001176	0.0003371	0.0069599	0.001099	0.0015406	0.00044483	0.0023247	0.00074586	0.00095453	0.0012325	0.0011853	0.0012136	0.00062638	0.00092067	0.0012316	0.0008955	0.0021403	0.002394	0.0054394	0.0040421	0.0036503	0.0022807	0.0032456	0.00255	0.0020854	0.0018351	0.0045422	0.0034791	0.0045693	0.0021172	0.00043228	0.0081097	0.004273	0.00049406	0.0029026	0.0021013	0.0040974	0.0021591	0.005562	0.0028809	0.0053788	0.0034786	0.0044856	0.0032565
0.038758	0.045814	0.028571	0.073848	0.11849	0.026372	0.06293	0.074596	0.0062699	0.020596	0.025304	0.16749	0.087692	0.10928	0.024539	0.041198	0.010628	0.079655	0.08348	0.10821	0.039641	0.16746	0.45867	0.027708	0.41452	0.24266	0.18992	0.0041611	0.3466	0.34209	0.0028238	0.11077	0.0013207	0.39304	0.00034219	0.00032203	0.99887	1	0.0065349	0.027675	0.04336	0.042201	0.10395	0.15081	0.037052	0.042689	0.087334	0.18588	0.12547	0.20709	0.0023283	0.00053273	0.0072032	0.012259	0.0041841	0.0022535	0.015298	0.011243	0.015693	0.00018884	0.0002032	0.010882	0.0040129	0.0032401	0.015102	0.016827	0.003164	0.0026474	0.0045457	0.0015883	0.0013956	0.0003923	0.0002088	0.00025774	0.0017848	0.00033999	0.00024723	0.00089776	0.00023024	0.00069158	0.00049142	0.00069721	0.0024194	0.0015113	0.0018704	0.0002831	0.00046305	0.011878	0.00034413	0.00032602	0.00048431	0.00089167	0.0026293	0.0012526	0.00036874	0.0071585	0.0011544	0.0016286	0.00048316	0.0024184	0.00079333	0.0010311	0.0013215	0.0012453	0.0012892	0.00066911	0.00098607	0.0013243	0.0009702	0.0021784	0.0025259	0.0054886	0.0041871	0.0036196	0.0023364	0.0032297	0.0026031	0.0020925	0.0019031	0.0045136	0.0035556	0.00457	0.0021599	0.00047197	0.0081414	0.0043336	0.00053563	0.002892	0.0021473	0.0041709	0.0022516	0.0055512	0.0029258	0.005431	0.0036049	0.0044728	0.0033152
0.0017009	0.0050189	0.0019543	0.01625	0.014695	0.034154	0.011951	0.025422	0.017445	0.11035	0.060964	0.0037542	0.0016908	0.082314	0.45194	0.41099	0.6171	0.033043	0.0013873	0.0035789	0.0053136	0.065217	0.01046	0.22951	0.0070324	0.0096439	0.0071879	0.39932	0.012044	0.013669	0.43123	0.04552	0.63389	0.0535	0.23052	0.12858	0.0061455	0.0065349	1	0.011916	0.0049763	0.011039	0.0081349	0.0094302	0.0046579	0.012823	0.0012722	0.0074338	0.0041293	0.04289	0.03058	0.11452	0.17414	0.1662	0.20284	0.0049122	0.0014154	0.0020582	0.00065004	0.0022606	0.0030774	0.0011941	0.00080368	0.00040414	0.00090517	0.0052212	0.18992	0.13928	0.12584	0.20669	0.022543	0.045259	0.0063332	0.017535	0.10213	0.021881	0.018789	0.0079607	0.015645	0.0082928	0.025374	0.039471	0.023531	0.093671	0.1945	0.036819	0.031477	0.11829	0.049912	0.038012	0.11098	0.038476	0.11852	0.11994	0.07116	0.1466	0.015661	0.094315	0.086139	0.2093	0.081629	0.1282	0.2065	0.052138	0.060514	0.061541	0.044553	0.12291	0.048693	0.024986	0.035015	0.020263	0.017314	0.0042724	0.0063255	0.0072528	0.0069968	0.0068164	0.010766	0.0091624	0.01618	0.015033	0.022687	0.036106	0.016167	0.009979	0.030281	0.0064072	0.0064781	0.020766	0.01196	0.009616	0.010832	0.017105	0.018666	0.005513	0.0068474
0.32061	0.60137	0.49816	0.7534	0.73488	0.82598	0.72378	0.82034	0.2147	0.26583	0.41978	0.35193	0.34661	0.052159	0.098489	0.13067	0.025966	0.38056	0.46616	0.41546	0.61442	0.31209	0.20357	0.037053	0.11219	0.24268	0.2217	0.015379	0.16995	0.098515	0.0037305	0.26435	0.0061676	0.13413	0.0010138	0.00046224	0.027823	0.027675	0.011916	1	0.66812	0.59339	0.71651	0.59767	0.85517	0.76295	0.45237	0.4662	0.53459	0.22893	0.31885	0.053083	0.17257	0.29966	0.09582	0.25318	0.33885	0.39199	0.22623	0.073714	0.05789	0.18797	0.1645	0.15295	0.15448	0.18415	0.1441	0.17879	0.2504	0.054039	0.15437	0.061097	0.047813	0.046686	0.21517	0.057663	0.051904	0.17213	0.035791	0.15829	0.059585	0.14879	0.36471	0.11281	0.064599	0.025341	0.082114	0.22614	0.040781	0.03895	0.02332	0.08624	0.094524	0.085523	0.020632	0.20743	0.11381	0.13401	0.029378	0.1174	0.077681	0.043289	0.042612	0.15328	0.12685	0.08015	0.073932	0.060046	0.052843	0.018914	0.10753	0.029491	0.1568	0.024621	0.1585	0.027052	0.12988	0.045857	0.19562	0.018582	0.11209	0.0052466	0.020695	0.031183	0.014823	0.070755	0.047407	0.011067	0.078596	0.040775	0.18497	0.011916	0.049084	0.027155	0.14746	0.023647	0.092268
0.17123	0.33036	0.29978	0.42527	0.50003	0.46639	0.39239	0.51262	0.32519	0.31646	0.51252	0.63188	0.47509	0.097782	0.079988	0.10462	0.017051	0.59161	0.54694	0.52977	0.86077	0.18456	0.16429	0.03064	0.068822	0.42978	0.4494	0.013557	0.33735	0.15296	0.00085195	0.31073	0.0020629	0.14502	0.00076376	0.00045861	0.043382	0.04336	0.0049763	0.66812	1	0.86909	0.65375	0.5837	0.76231	0.82066	0.44934	0.546	0.5701	0.29523	0.3025	0.030336	0.13749	0.22012	0.060431	0.39312	0.67597	0.7043	0.58436	0.1152	0.084347	0.48259	0.41336	0.41104	0.46985	0.37422	0.088889	0.11893	0.18065	0.042088	0.18262	0.053795	0.064961	0.050387	0.13801	0.064737	0.055291	0.23388	0.044488	0.20456	0.075312	0.1209	0.34054	0.10712	0.048394	0.0328	0.077079	0.22862	0.035218	0.038716	0.022165	0.096794	0.090037	0.062141	0.022123	0.17167	0.17592	0.098999	0.027782	0.06369	0.064279	0.038253	0.028522	0.13475	0.1207	0.073099	0.091393	0.051829	0.068999	0.012806	0.10787	0.026905	0.18242	0.027295	0.20507	0.025773	0.14799	0.046368	0.22342	0.016323	0.11065	0.0042175	0.017068	0.039491	0.015548	0.080265	0.060202	0.01204	0.097268	0.03684	0.21858	0.011778	0.049891	0.02453	0.16503	0.02916	0.11738
0.16209	0.30827	0.28479	0.35928	0.4183	0.4139	0.34561	0.42701	0.46774	0.41253	0.60602	0.6398	0.51122	0.1516	0.14315	0.19092	0.036631	0.8065	0.49467	0.58947	0.93372	0.14971	0.11935	0.035291	0.055906	0.33375	0.41558	0.023385	0.31802	0.10856	0.0014496	0.25497	0.003729	0.12684	0.0015494	0.00089198	0.042021	0.042201	0.011039	0.59339	0.86909	1	0.51186	0.56001	0.60025	0.66024	0.38702	0.53871	0.55088	0.44921	0.39456	0.040078	0.18818	0.32747	0.082161	0.46089	0.67024	0.66312	0.48005	0.17286	0.15089	0.42207	0.36638	0.38725	0.43086	0.33969	0.13264	0.1776	0.30412	0.096176	0.25009	0.10962	0.12821	0.10941	0.21011	0.13059	0.11259	0.33481	0.096907	0.29089	0.13958	0.19202	0.4093	0.16692	0.071038	0.067571	0.15346	0.41606	0.079073	0.085297	0.050844	0.16672	0.12208	0.11463	0.041413	0.2571	0.27174	0.1681	0.051493	0.1131	0.12609	0.077037	0.04114	0.22933	0.19187	0.12667	0.14186	0.095628	0.10459	0.0095785	0.096696	0.02095	0.14269	0.018245	0.14992	0.018011	0.10081	0.030524	0.18205	0.012101	0.084815	0.0040252	0.01452	0.059441	0.013642	0.057453	0.094793	0.0094208	0.067917	0.026907	0.1841	0.0094363	0.036304	0.018317	0.13304	0.02117	0.081872
0.44574	0.67976	0.56065	0.8391	0.91154	0.61961	0.80723	0.81513	0.11516	0.18171	0.30524	0.50027	0.50866	0.073809	0.082329	0.12023	0.024021	0.40748	0.63194	0.57944	0.53507	0.46067	0.45304	0.050114	0.28901	0.36467	0.28586	0.010343	0.27713	0.19853	0.0037692	0.28685	0.0042322	0.23581	0.00084469	0.00046478	0.10601	0.10395	0.0081349	0.71651	0.65375	0.51186	1	0.87244	0.82755	0.77476	0.65398	0.78429	0.75953	0.34017	0.14424	0.018358	0.10185	0.17669	0.062784	0.10102	0.24248	0.2501	0.19342	0.020016	0.015311	0.13356	0.098759	0.091605	0.12946	0.12472	0.07324	0.082547	0.11826	0.018542	0.049848	0.016511	0.012898	0.012428	0.076178	0.015863	0.013207	0.059942	0.0099816	0.051457	0.017673	0.042123	0.15155	0.044066	0.031297	0.0080348	0.022515	0.12809	0.011087	0.011047	0.0075434	0.030531	0.052563	0.030584	0.0063028	0.1353	0.04546	0.050004	0.0094068	0.058642	0.024844	0.01551	0.020182	0.053582	0.045385	0.024509	0.028352	0.02241	0.019518	0.026754	0.061865	0.055632	0.12585	0.059353	0.13262	0.056729	0.12297	0.065352	0.11022	0.04536	0.11332	0.015945	0.030615	0.010186	0.040452	0.10006	0.014731	0.029888	0.083718	0.057231	0.10037	0.034641	0.069303	0.052819	0.11602	0.058039	0.11137
0.51056	0.70553	0.61597	0.73401	0.82721	0.46459	0.75843	0.64541	0.10753	0.15633	0.25373	0.62659	0.68839	0.10291	0.092088	0.14763	0.029719	0.4941	0.75499	0.77435	0.58306	0.36111	0.42777	0.041653	0.32682	0.32221	0.30084	0.01003	0.29855	0.1618	0.0035616	0.20547	0.0035698	0.20907	0.00078803	0.00045204	0.15419	0.15081	0.0094302	0.59767	0.5837	0.56001	0.87244	1	0.65636	0.58777	0.78811	0.96491	0.93714	0.55304	0.11688	0.012326	0.089891	0.18073	0.052656	0.084624	0.24111	0.21883	0.16883	0.016418	0.01467	0.11503	0.076751	0.079169	0.12132	0.10381	0.063471	0.07102	0.12166	0.021805	0.041708	0.01536	0.01261	0.012498	0.062301	0.015444	0.012497	0.052143	0.0099187	0.044084	0.016197	0.034605	0.11657	0.036839	0.02506	0.0072829	0.02183	0.15087	0.010988	0.01077	0.0076026	0.025936	0.040139	0.027592	0.0051926	0.12433	0.039706	0.044612	0.007835	0.053111	0.023099	0.014977	0.015241	0.047604	0.038374	0.020207	0.022173	0.020029	0.015714	0.013006	0.033843	0.031251	0.069559	0.031468	0.069899	0.03	0.062467	0.029668	0.057493	0.02669	0.063759	0.01233	0.018692	0.0078981	0.028676	0.05703	0.011671	0.018408	0.045872	0.027715	0.054641	0.022869	0.038807	0.029018	0.064733	0.034444	0.06155
