Isocortex_FRP	Isocortex_MO	Isocortex_ORB	Isocortex_PTLp	Isocortex_RSPd	Isocortex_RSPv	Isocortex_SS	Isocortex_VIS	OlfactoryAreas_AOBgl	OlfactoryAreas_AOBgr	OlfactoryAreas_AOBmi	OlfactoryAreas_AON1	OlfactoryAreas_AON2	OlfactoryAreas_MOBgl	OlfactoryAreas_MOBgr	OlfactoryAreas_MOBipl	OlfactoryAreas_MOBmi	OlfactoryAreas_MOBopl	OlfactoryAreas_PIR1	OlfactoryAreas_PIR2	OlfactoryAreas_PIR3	Hippocampus_CA1slm	Hippocampus_CA1so	Hippocampus_CA1sp	Hippocampus_CA1sr	Hippocampus_CA2slm	Hippocampus_CA2so	Hippocampus_CA2sp	Hippocampus_CA2sr	Hippocampus_CA3slm	Hippocampus_CA3slu	Hippocampus_CA3so	Hippocampus_CA3sp	Hippocampus_CA3sr	Hippocampus_DGgrInf	Hippocampus_DGgrSup	Hippocampus_DGmoInf	Hippocampus_DGmoSup	Hippocampus_DgmoInf	CorticalSubplate_CLA	CorticalSubplate_EPd	Striatum_ACBc	Striatum_ACBsh	Striatum_CP	Striatum_FS	Striatum_OT1	Striatum_OT2	Striatum_OT3	Striatum_isl	Pallidum_BST	Pallidum_MA	Pallidum_NDB	Pallidum_SI	Thalamus_LD	Thalamus_LP	Thalamus_Others	Thalamus_RT	Thalamus_SPFp	Thalamus_VAL	Thalamus_VM	Thalamus_VPL	Thalamus_VPM	Thalamus_VPMpc	Hypothalamus_LHA	Hypothalamus_LPO	Hypothalamus_PSTN	Hypothalamus_SO	Hypothalamus_ZI	Midbrain_APN	Midbrain_CUN	Midbrain_IC	Midbrain_MEV	Midbrain_MRN	Midbrain_NOT	Midbrain_PPT	Midbrain_RN	Midbrain_RR	Midbrain_SCm	Midbrain_SCs	Midbrain_SNc	Midbrain_SNr	Pons_PG	Pons_PRNc	Pons_PRNr	Pons_SOC	Pons_SUT	Medulla_CU	Medulla_LAV	Medulla_LRN	Medulla_MDRN	Medulla_MV	Medulla_MX	Medulla_PARN	Medulla_PGRNl	Medulla_SOL	Medulla_SPIV	Medulla_SPVI	Medulla_SPVO	Medulla_SUV	Medulla_VII	Cerebellum_ANcr1gr	Cerebellum_ANcr1mo	Cerebellum_ANcr2gr	Cerebellum_ANcr2mo	Cerebellum_CENT2gr	Cerebellum_CENT2mo	Cerebellum_CENT3gr	Cerebellum_CENT3mo	Cerebellum_CUL4,5gr	Cerebellum_CUL4,5mo	Cerebellum_DECgr	Cerebellum_DECmo	Cerebellum_FN	Cerebellum_FOTUgr	Cerebellum_FOTUmo	Cerebellum_IP	Cerebellum_NODgr	Cerebellum_NODmo	Cerebellum_PRMgr	Cerebellum_PRMmo	Cerebellum_PYRgr	Cerebellum_PYRmo	Cerebellum_SIMgr	Cerebellum_SIMmo	Cerebellum_UVUmo
0.011455	0.035371	0.030378	0.035945	0.10409	0.072622	0.040685	0.046888	0.11324	0.097677	0.13401	0.38326	0.34282	0.20703	0.041428	0.06005	0.02371	0.26978	0.24539	0.32604	0.058314	0.28496	0.44945	0.052554	0.1405	0.93875	0.57321	0.0015386	0.47091	1	0.011572	0.75683	0.0058807	0.83394	0.0022079	0.0021312	0.18977	0.22897	0.033494	0.3926	0.30706	0.17496	0.29961	0.12972	0.11383	0.28155	0.28782	0.36128	0.20916	0.021357	0.00093571	0.011938	0.013867	0.10917	0.16546	0.1488	0.28906	0.013433	0.019749	0.20223	0.10317	0.13549	0.26844	0.019808	0.017576	0.018402	0.014187	0.01008	0.0071797	0.014018	0.015683	0.0076335	0.005832	0.011614	0.006907	0.0067381	0.0071891	0.0091356	0.0095629	0.017886	0.02126	0.018277	0.02525	0.0068994	0.0083848	0.001785	0.041716	0.014346	0.060462	0.04298	0.020016	0.011847	0.020837	0.03462	0.015747	0.013759	0.019432	0.020383	0.013523	0.0089106	0.02611	0.075407	0.030266	0.082951	0.0089241	0.025969	0.015166	0.058817	0.015552	0.056226	0.010665	0.025237	0.0057296	0.017137	0.033214	0.012663	0.020221	0.081646	0.026233	0.07167	0.025238	0.049034	0.037235	0.062995	0.02395
0.096543	0.11588	0.087965	0.077723	0.136	0.09804	0.11787	0.080989	0.061471	0.094732	0.13688	0.035399	0.041539	0.043619	0.27229	0.40939	0.51148	0.11743	0.019612	0.051222	0.0044632	0.18658	0.020178	0.61302	0.015974	0.012229	0.0065699	0.48081	0.0087306	0.011572	1	0.036776	0.89242	0.030925	0.34569	0.23984	0.0048548	0.0065379	0.57573	0.048041	0.050869	0.18115	0.13935	0.10476	0.15367	0.068218	0.2345	0.11823	0.16593	0.0094052	0.00015139	0.0066708	0.012738	0.0046472	0.0059984	0.0083734	0.0045133	0.01027	0.010336	0.0029124	0.0036474	0.0033856	0.0030574	0.010652	0.011089	0.0066513	0.060632	0.0090442	0.0037221	0.0039249	0.0086919	0.0060046	0.0040773	0.00097628	0.0054992	0.0020298	0.0065039	0.0032716	0.0042477	0.0026611	0.017595	0.028015	0.032466	0.03076	0.031358	0.027696	0.047191	0.022325	0.052798	0.029675	0.028325	0.039561	0.050323	0.044652	0.017459	0.039073	0.012082	0.027427	0.051862	0.0023199	0.31804	0.22277	0.29567	0.22999	0.056482	0.01837	0.13197	0.066029	0.12169	0.07062	0.051158	0.029136	0.013889	0.036086	0.025686	0.010835	0.14168	0.040697	0.27378	0.23598	0.098323	0.086035	0.27184	0.19579	0.11293
0.024996	0.080578	0.06836	0.062321	0.19995	0.21918	0.086158	0.081077	0.32599	0.33368	0.39843	0.4225	0.37944	0.46658	0.16548	0.18849	0.089245	0.51578	0.24968	0.36815	0.084227	0.36961	0.2943	0.15107	0.082003	0.75047	0.46191	0.0088928	0.34688	0.75683	0.036776	1	0.025096	0.6853	0.0086861	0.0077597	0.081397	0.099294	0.10825	0.68271	0.61279	0.33374	0.48244	0.28581	0.36472	0.42369	0.47414	0.54646	0.46591	0.060348	0.0028134	0.043086	0.050396	0.24689	0.27285	0.30412	0.35888	0.068804	0.084765	0.31862	0.24558	0.2745	0.33462	0.078365	0.073482	0.071201	0.058466	0.04617	0.031095	0.050668	0.059568	0.033045	0.027011	0.041553	0.03186	0.027621	0.033071	0.037818	0.039346	0.060911	0.088097	0.083241	0.10442	0.041241	0.048642	0.012866	0.17982	0.073597	0.23144	0.17431	0.095065	0.065144	0.10207	0.13753	0.073565	0.075772	0.061984	0.095783	0.064777	0.026011	0.059852	0.18628	0.064806	0.20745	0.023426	0.081466	0.037961	0.16993	0.034155	0.15426	0.024011	0.071821	0.032894	0.037125	0.085179	0.064542	0.052363	0.22839	0.05818	0.18521	0.059552	0.13105	0.082247	0.18621	0.061395
0.052509	0.070866	0.052454	0.038766	0.084044	0.088091	0.068844	0.041647	0.057691	0.10855	0.14029	0.017221	0.019937	0.04368	0.31421	0.40973	0.55134	0.094854	0.008392	0.024838	0.0024823	0.095758	0.0071598	0.59329	0.0046829	0.0063352	0.003465	0.72355	0.0043451	0.0058807	0.89242	0.025096	1	0.015096	0.45406	0.31383	0.0014801	0.0020071	0.5616	0.034393	0.039187	0.11395	0.084514	0.070403	0.15949	0.038167	0.14917	0.070574	0.13628	0.009228	0.00015277	0.0078448	0.014633	0.0043748	0.0043152	0.0067644	0.0028376	0.014685	0.012902	0.0022665	0.0033925	0.0029027	0.0020222	0.013182	0.014288	0.0083352	0.074885	0.012235	0.0049525	0.0046918	0.010097	0.0076204	0.0055064	0.0012099	0.0075727	0.0026562	0.0091889	0.0043455	0.0054415	0.0030921	0.023435	0.036049	0.039022	0.045048	0.046152	0.0444	0.060119	0.030931	0.065441	0.037321	0.036948	0.058827	0.064465	0.050178	0.022426	0.056383	0.013093	0.037259	0.062793	0.0021151	0.24775	0.20008	0.22255	0.20296	0.045977	0.017739	0.10476	0.062136	0.086743	0.063786	0.036809	0.026925	0.022413	0.026439	0.021573	0.01612	0.12033	0.039178	0.21286	0.21297	0.077708	0.076418	0.20473	0.19765	0.095775
0.033702	0.078005	0.068963	0.08701	0.19079	0.10337	0.089196	0.10935	0.16677	0.11921	0.17278	0.53708	0.52349	0.1977	0.073329	0.11566	0.053902	0.37662	0.34471	0.5226	0.052147	0.45277	0.62751	0.090657	0.29161	0.86533	0.65288	0.0040399	0.63126	0.83394	0.030925	0.6853	0.015096	1	0.0060124	0.0058216	0.36606	0.41794	0.081648	0.39106	0.34151	0.27594	0.45848	0.19742	0.13503	0.4044	0.45925	0.517	0.33175	0.020707	0.0007553	0.011896	0.013416	0.10742	0.20482	0.16553	0.31916	0.015625	0.023805	0.19133	0.09215	0.12756	0.28143	0.020494	0.017907	0.018792	0.023252	0.010958	0.0071837	0.013108	0.015682	0.0086471	0.0060935	0.0087298	0.0076496	0.0065939	0.0075878	0.0090502	0.0089439	0.014372	0.021579	0.025185	0.041648	0.010414	0.011958	0.0037901	0.050637	0.017137	0.074304	0.054594	0.025603	0.01516	0.029813	0.049396	0.019922	0.019122	0.020869	0.024882	0.023381	0.010931	0.045619	0.081278	0.053866	0.090854	0.011517	0.02165	0.021309	0.052901	0.023481	0.05157	0.014677	0.022079	0.0065686	0.021578	0.029683	0.012924	0.027673	0.067499	0.044637	0.078523	0.033167	0.047885	0.061033	0.064501	0.03063
0.0037116	0.0057422	0.0039787	0.0031016	0.010758	0.013525	0.0057063	0.0037864	0.019384	0.047399	0.056586	0.0035302	0.0043281	0.036976	0.14456	0.221	0.31829	0.058558	0.0010387	0.0058677	0.00029603	0.017818	0.0013716	0.34636	0.00084402	0.0028128	0.0024633	0.58381	0.0040551	0.0022079	0.34569	0.0086861	0.45406	0.0060124	1	0.95083	0.0010671	0.0013142	0.2896	0.0081498	0.010019	0.015708	0.017017	0.0076399	0.041725	0.0051216	0.039852	0.014099	0.056693	0.003218	5.3727e-05	0.0034829	0.0057732	0.0016835	0.0016103	0.0018965	0.0011018	0.0037451	0.0033684	0.0010486	0.00091456	0.00092338	0.00096413	0.0052073	0.0057871	0.0037261	0.049122	0.0049899	0.0021861	0.0019159	0.0034487	0.0030896	0.0022123	0.00048738	0.0037117	0.0012432	0.0049802	0.0022819	0.0021258	0.0010892	0.0124	0.011601	0.01527	0.012643	0.01382	0.01523	0.023553	0.010465	0.035925	0.018474	0.011703	0.024924	0.018483	0.014879	0.0075551	0.019526	0.0078835	0.016368	0.015471	0.00075899	0.15013	0.072934	0.14974	0.062776	0.019146	0.0041084	0.045606	0.016544	0.037422	0.017114	0.014704	0.007653	0.013056	0.01232	0.0051578	0.0069831	0.059761	0.010857	0.14315	0.069106	0.038272	0.022793	0.10917	0.070677	0.04644
0.0021489	0.0035123	0.0024308	0.0019504	0.0073614	0.0095057	0.0035113	0.0024616	0.015892	0.038515	0.044723	0.0028182	0.003477	0.036139	0.1113	0.17518	0.24383	0.052966	0.00075038	0.0047755	0.00018935	0.012896	0.0011359	0.27194	0.00069033	0.0028088	0.0028398	0.45079	0.0049135	0.0021312	0.23984	0.0077597	0.31383	0.0058216	0.95083	1	0.001269	0.0015056	0.2324	0.0062788	0.0078823	0.010698	0.013153	0.0050078	0.030956	0.0037371	0.031544	0.010985	0.050433	0.0022829	3.7486e-05	0.0026011	0.0040763	0.0016538	0.0016194	0.0017355	0.0011446	0.0028973	0.0027403	0.0011188	0.00082727	0.00088218	0.0010572	0.0040081	0.0044308	0.0030001	0.040248	0.0037617	0.0016659	0.0014985	0.0025172	0.0023253	0.0016448	0.00039085	0.0028891	0.00098749	0.0038566	0.0018668	0.0015894	0.00083699	0.0099466	0.0094259	0.013582	0.009441	0.010546	0.011609	0.019088	0.0078361	0.032072	0.016371	0.0091433	0.018599	0.013861	0.011779	0.0058537	0.014946	0.0063694	0.013065	0.011778	0.00060544	0.11705	0.053279	0.1215	0.044907	0.012608	0.0026846	0.030939	0.011152	0.025776	0.011513	0.0098595	0.0050312	0.010147	0.0089163	0.0033689	0.0054259	0.041914	0.0077231	0.11438	0.049272	0.027798	0.015426	0.084797	0.051239	0.032975
0.0097357	0.013482	0.013168	0.026816	0.034906	0.0072864	0.01696	0.033165	0.018714	0.0072346	0.012979	0.19076	0.21497	0.017599	0.0060866	0.014469	0.0065961	0.064453	0.12872	0.22732	0.0064608	0.12456	0.40125	0.010089	0.43229	0.24249	0.31485	0.0002712	0.45584	0.18977	0.0048548	0.081397	0.0014801	0.36606	0.0010671	0.001269	1	0.97741	0.013551	0.041055	0.036368	0.042666	0.09478	0.02413	0.0072457	0.079778	0.096267	0.10224	0.053749	0.0013154	4.5016e-05	0.00060391	0.00056861	0.010127	0.044802	0.020873	0.083921	0.00049349	0.0011786	0.029422	0.0067221	0.01294	0.069537	0.00099558	0.0007741	0.00096938	0.0022843	0.00047112	0.0003164	0.00066576	0.00077586	0.00046407	0.00025697	0.00033181	0.00035624	0.00032218	0.00032142	0.00043733	0.00037208	0.00061159	0.00088977	0.0014271	0.0035766	0.00042176	0.00046102	0.00019015	0.0026388	0.00068388	0.0049321	0.0036412	0.0012865	0.00058591	0.0015838	0.0037446	0.0010824	0.00080397	0.0016446	0.001234	0.0015984	0.0014735	0.0091713	0.0048809	0.012921	0.0053359	0.0012752	0.00087764	0.0027553	0.0024259	0.0042582	0.0025791	0.0023744	0.0010752	0.0002194	0.0035684	0.0017841	0.00042168	0.0031762	0.0030398	0.0093948	0.0044968	0.0046535	0.0028217	0.012176	0.0029386	0.0033737
0.011656	0.016515	0.015746	0.032174	0.042559	0.0088245	0.020965	0.039138	0.019519	0.0084757	0.015447	0.2144	0.23867	0.020917	0.0071532	0.017201	0.0079587	0.072653	0.14819	0.25093	0.0085636	0.161	0.47534	0.013837	0.48494	0.27553	0.30748	0.00035881	0.4371	0.22897	0.0065379	0.099294	0.0020071	0.41794	0.0013142	0.0015056	0.97741	1	0.015408	0.050446	0.042293	0.054555	0.11525	0.029638	0.0091837	0.096309	0.11988	0.12503	0.060918	0.0016293	5.356e-05	0.00071195	0.00074517	0.0099542	0.042014	0.020981	0.081193	0.00052158	0.0012167	0.028406	0.0069265	0.012838	0.065839	0.0011188	0.00088294	0.0010436	0.0024796	0.0005242	0.00034849	0.00073658	0.00091305	0.00050732	0.0002848	0.0003646	0.00038835	0.00033908	0.0003598	0.00046909	0.0004241	0.00070054	0.0010546	0.0015148	0.003535	0.00045932	0.0005078	0.00019096	0.0029859	0.00077642	0.0054736	0.0038212	0.0014183	0.00067428	0.0017637	0.0040444	0.0011685	0.00088455	0.0019717	0.0013649	0.0017126	0.0015319	0.013586	0.0077623	0.018694	0.0084356	0.0020145	0.0012661	0.0043638	0.0036506	0.0066653	0.0039748	0.0036717	0.0016538	0.00024402	0.0052968	0.002679	0.00047378	0.0049339	0.0043389	0.013902	0.007145	0.0070729	0.0043764	0.01785	0.0046063	0.0052076
0.1168	0.16518	0.14117	0.10506	0.22458	0.24976	0.15717	0.12404	0.31207	0.32277	0.38984	0.1004	0.11298	0.14086	0.62242	0.71688	0.71333	0.33081	0.051359	0.13368	0.0099872	0.22173	0.037886	0.50462	0.025386	0.04308	0.038963	0.34643	0.044159	0.033494	0.57573	0.10825	0.5616	0.081648	0.2896	0.2324	0.013551	0.015408	1	0.13421	0.178	0.26692	0.25642	0.21816	0.34771	0.14432	0.34779	0.22151	0.42551	0.030099	0.00080653	0.028924	0.031416	0.046882	0.054307	0.065462	0.035753	0.085129	0.085621	0.029182	0.034246	0.034215	0.027928	0.061608	0.061589	0.048132	0.22672	0.057384	0.026784	0.027253	0.041296	0.03824	0.028592	0.0091057	0.03795	0.018907	0.039949	0.025987	0.026939	0.017801	0.073096	0.17515	0.22649	0.17403	0.17506	0.17709	0.2215	0.12489	0.23458	0.18639	0.16297	0.18254	0.23835	0.22753	0.11464	0.215	0.040214	0.1548	0.24124	0.016713	0.17389	0.14035	0.17462	0.14996	0.032627	0.029828	0.067583	0.074675	0.059345	0.066756	0.030167	0.029736	0.079017	0.029206	0.029597	0.070494	0.085832	0.067936	0.1545	0.15029	0.068175	0.073366	0.17158	0.14952	0.076462
0.036515	0.09932	0.089905	0.073774	0.19727	0.23496	0.10276	0.092453	0.51242	0.51151	0.6006	0.6113	0.55572	0.48907	0.29187	0.28679	0.14468	0.60184	0.43701	0.53763	0.31739	0.42194	0.24551	0.15542	0.07978	0.44101	0.26778	0.01073	0.18094	0.3926	0.048041	0.68271	0.034393	0.39106	0.0081498	0.0062788	0.041055	0.050446	0.13421	1	0.94214	0.39649	0.46662	0.40661	0.43851	0.45876	0.41519	0.49901	0.40218	0.24277	0.023155	0.17365	0.18907	0.21216	0.22652	0.28836	0.2419	0.09435	0.12334	0.21315	0.23281	0.23295	0.19978	0.25895	0.24006	0.22657	0.18229	0.16503	0.12604	0.18948	0.23565	0.1442	0.11447	0.1425	0.12154	0.11027	0.12085	0.13601	0.1578	0.21763	0.24496	0.1366	0.12975	0.074403	0.080986	0.021798	0.31114	0.19254	0.33331	0.2758	0.19698	0.16487	0.21639	0.28029	0.20404	0.15072	0.21173	0.23126	0.10332	0.1315	0.064118	0.17264	0.066611	0.19842	0.072277	0.28617	0.084702	0.38183	0.076092	0.33353	0.075103	0.22067	0.099113	0.10739	0.27847	0.17705	0.10557	0.50496	0.060193	0.18219	0.12486	0.28971	0.092591	0.19253	0.12559
0.042123	0.10988	0.10264	0.078052	0.20667	0.2771	0.10982	0.09971	0.70109	0.62992	0.70105	0.58307	0.53939	0.50244	0.38164	0.34708	0.18152	0.65762	0.3984	0.52798	0.25266	0.35814	0.19263	0.14972	0.066322	0.37453	0.27553	0.01377	0.18647	0.30706	0.050869	0.61279	0.039187	0.34151	0.010019	0.0078823	0.036368	0.042293	0.178	0.94214	1	0.38076	0.45426	0.42888	0.48186	0.44303	0.39434	0.47315	0.46369	0.25407	0.025225	0.20777	0.19593	0.28927	0.30104	0.37286	0.28404	0.15357	0.19441	0.26514	0.30116	0.30283	0.23968	0.34405	0.31823	0.31511	0.25993	0.23539	0.17666	0.24852	0.2892	0.20455	0.16375	0.18436	0.17726	0.16099	0.16929	0.19305	0.20744	0.26421	0.30514	0.21376	0.21706	0.12435	0.13185	0.043993	0.42622	0.2818	0.44426	0.40615	0.2935	0.24187	0.32191	0.40545	0.30867	0.23782	0.23531	0.33668	0.16391	0.17589	0.051582	0.12826	0.054103	0.14924	0.05304	0.24615	0.062075	0.3053	0.054679	0.25452	0.054398	0.16829	0.15036	0.080509	0.21411	0.25607	0.081039	0.42937	0.047998	0.13711	0.094601	0.21975	0.074293	0.15186	0.096038
0.4041	0.66761	0.61357	0.57618	0.85047	0.60328	0.69153	0.62366	0.29047	0.20393	0.27012	0.39294	0.39404	0.11336	0.2137	0.23691	0.15643	0.23955	0.34528	0.40145	0.058451	0.74812	0.30649	0.24391	0.18276	0.17833	0.092157	0.028788	0.075748	0.17496	0.18115	0.33374	0.11395	0.27594	0.015708	0.010698	0.042666	0.054555	0.26692	0.39649	0.38076	1	0.90233	0.89575	0.49596	0.85317	0.83373	0.86693	0.55457	0.023432	0.00065555	0.01428	0.019385	0.10813	0.15715	0.21241	0.1524	0.078445	0.10609	0.093865	0.12314	0.11768	0.10195	0.03632	0.033669	0.026671	0.052682	0.02451	0.011834	0.017308	0.029341	0.017177	0.012323	0.008197	0.013005	0.0089026	0.012349	0.011356	0.015463	0.017048	0.031643	0.12907	0.14268	0.088069	0.090605	0.039247	0.16579	0.067386	0.1567	0.12129	0.12097	0.061653	0.16475	0.20546	0.071195	0.098399	0.021712	0.073005	0.19104	0.015705	0.14846	0.2231	0.14884	0.27208	0.030383	0.05078	0.06731	0.13498	0.068162	0.12904	0.035114	0.048131	0.018262	0.037602	0.06355	0.032081	0.070928	0.13394	0.13152	0.24974	0.076816	0.12236	0.19556	0.21751	0.07419
0.27718	0.50639	0.46756	0.46979	0.76755	0.53326	0.53398	0.5343	0.33895	0.23043	0.29696	0.49547	0.49819	0.17201	0.2107	0.24651	0.14932	0.33135	0.38641	0.50846	0.05672	0.75366	0.41757	0.23977	0.24102	0.31948	0.1998	0.023389	0.17221	0.29961	0.13935	0.48244	0.084514	0.45848	0.017017	0.013153	0.09478	0.11525	0.25642	0.46662	0.45426	0.90233	1	0.77314	0.47646	0.91382	0.93103	0.98878	0.71116	0.024024	0.00070274	0.015406	0.019406	0.17034	0.26402	0.30626	0.2807	0.077908	0.11435	0.17588	0.17597	0.18528	0.20339	0.039291	0.03578	0.031248	0.057086	0.024916	0.012697	0.019632	0.029779	0.018019	0.01258	0.010216	0.014106	0.010312	0.013184	0.013611	0.016212	0.019506	0.035782	0.13121	0.16705	0.076424	0.080565	0.033058	0.17817	0.064205	0.19533	0.15045	0.12019	0.056936	0.1548	0.21236	0.072433	0.092635	0.026048	0.076622	0.17461	0.018646	0.14021	0.20632	0.14936	0.2454	0.025191	0.04467	0.056006	0.11939	0.058524	0.11437	0.030325	0.042303	0.018402	0.037033	0.056417	0.033638	0.062735	0.13116	0.12874	0.22138	0.072392	0.10824	0.18728	0.19567	0.067397
0.39986	0.67878	0.66275	0.54213	0.80006	0.7151	0.67038	0.59871	0.38257	0.22625	0.27636	0.37762	0.36854	0.097321	0.20966	0.19246	0.11917	0.20178	0.3563	0.36548	0.065095	0.53822	0.22123	0.14206	0.12366	0.14112	0.080585	0.017545	0.057554	0.12972	0.10476	0.28581	0.070403	0.19742	0.0076399	0.0050078	0.02413	0.029638	0.21816	0.40661	0.42888	0.89575	0.77314	1	0.52058	0.83104	0.62247	0.73798	0.4922	0.027903	0.0010043	0.01891	0.020946	0.16716	0.21845	0.31206	0.18603	0.14819	0.19491	0.12677	0.20078	0.18326	0.12462	0.055434	0.050741	0.042913	0.06286	0.039909	0.019813	0.027957	0.04281	0.028158	0.021055	0.014508	0.020946	0.016048	0.018714	0.018599	0.025083	0.027434	0.039625	0.20902	0.21687	0.14854	0.14815	0.068041	0.22675	0.10725	0.1893	0.17256	0.19316	0.089218	0.25047	0.30724	0.11941	0.15499	0.023484	0.10898	0.29272	0.025551	0.070442	0.12459	0.069993	0.15895	0.017487	0.051452	0.03565	0.10997	0.034551	0.096643	0.019915	0.037986	0.027982	0.022839	0.05344	0.05198	0.038638	0.12474	0.061329	0.14501	0.043449	0.086503	0.099971	0.13721	0.042276
0.085672	0.22542	0.19444	0.12129	0.36631	0.71561	0.21258	0.14919	0.50836	0.57833	0.57269	0.1607	0.14972	0.3357	0.47025	0.37899	0.25446	0.34283	0.097152	0.15533	0.036952	0.26422	0.059358	0.34152	0.018615	0.12449	0.072516	0.083331	0.050243	0.11383	0.15367	0.36472	0.15949	0.13503	0.041725	0.030956	0.0072457	0.0091837	0.34771	0.43851	0.48186	0.49596	0.47646	0.52058	1	0.37324	0.48484	0.46421	0.64853	0.058905	0.0021854	0.055424	0.064471	0.27396	0.19912	0.32714	0.15343	0.35054	0.36928	0.17023	0.28446	0.23596	0.12448	0.15143	0.15239	0.12269	0.178	0.11981	0.061239	0.075761	0.10317	0.074396	0.061985	0.044134	0.068006	0.047632	0.070164	0.062521	0.074103	0.073092	0.15669	0.44536	0.39688	0.34695	0.37626	0.15686	0.59503	0.28889	0.57488	0.46028	0.43599	0.29981	0.50586	0.51801	0.26559	0.41495	0.068414	0.32046	0.45329	0.033402	0.11939	0.30916	0.11491	0.34744	0.032631	0.11688	0.062219	0.24899	0.048338	0.21103	0.028	0.089013	0.14041	0.03505	0.0942	0.19507	0.078645	0.29267	0.10909	0.33686	0.077493	0.18921	0.1512	0.40008	0.08634
0.29137	0.53063	0.51558	0.51595	0.7461	0.49617	0.55638	0.57997	0.30042	0.16764	0.21723	0.54546	0.53407	0.11123	0.13263	0.145	0.07874	0.23178	0.49922	0.5237	0.072101	0.66227	0.45672	0.11808	0.2641	0.29986	0.1818	0.0086244	0.14002	0.28155	0.068218	0.42369	0.038167	0.4044	0.0051216	0.0037371	0.079778	0.096309	0.14432	0.45876	0.44303	0.85317	0.91382	0.83104	0.37324	1	0.73543	0.92086	0.52591	0.02071	0.00070844	0.012535	0.014582	0.17642	0.28661	0.3383	0.30895	0.072927	0.11203	0.18497	0.19979	0.20894	0.21592	0.033935	0.029959	0.02751	0.037774	0.020797	0.010961	0.017927	0.026252	0.015659	0.010879	0.010163	0.011411	0.0093954	0.010072	0.011535	0.014334	0.018934	0.025996	0.1109	0.13614	0.060921	0.06281	0.023707	0.13891	0.052122	0.14042	0.11805	0.10142	0.040638	0.12842	0.18633	0.063061	0.07169	0.018888	0.059228	0.14757	0.019068	0.065677	0.116	0.069832	0.14591	0.014279	0.037163	0.029967	0.08755	0.03192	0.08144	0.018078	0.030715	0.012699	0.022894	0.04532	0.026898	0.032914	0.10454	0.05922	0.12825	0.040532	0.073082	0.095691	0.11256	0.036859
0.23477	0.427	0.37184	0.38335	0.68429	0.46059	0.45705	0.43548	0.29768	0.24537	0.32708	0.40377	0.41523	0.20437	0.25789	0.33427	0.2243	0.38959	0.27956	0.43765	0.042323	0.77807	0.35968	0.39203	0.20599	0.30043	0.18128	0.047473	0.17336	0.28782	0.2345	0.47414	0.14917	0.45925	0.039852	0.031544	0.096267	0.11988	0.34779	0.41519	0.39434	0.83373	0.93103	0.62247	0.48484	0.73543	1	0.91523	0.74368	0.023651	0.00057652	0.015159	0.021496	0.12026	0.18341	0.21032	0.19953	0.059412	0.081642	0.12609	0.1161	0.12387	0.14828	0.034439	0.032188	0.026558	0.062786	0.022049	0.010988	0.016314	0.0262	0.015476	0.010775	0.0078615	0.012826	0.0083434	0.012805	0.011793	0.013875	0.015683	0.037316	0.10638	0.1397	0.065299	0.070093	0.030538	0.16387	0.056285	0.19369	0.13454	0.09917	0.05707	0.13315	0.17281	0.058608	0.08385	0.02799	0.070232	0.14503	0.013459	0.23671	0.31245	0.24977	0.35475	0.038271	0.04605	0.088383	0.14014	0.090885	0.13974	0.043805	0.051051	0.018984	0.05005	0.061843	0.03037	0.10024	0.1387	0.21887	0.32618	0.10646	0.13842	0.28971	0.2822	0.10271
0.23471	0.45571	0.41725	0.42321	0.72261	0.50383	0.48383	0.48513	0.32537	0.2252	0.29176	0.51601	0.51128	0.18203	0.18979	0.22538	0.13069	0.33847	0.40055	0.51717	0.060563	0.74805	0.45274	0.22126	0.24351	0.37734	0.22978	0.019384	0.19442	0.36128	0.11823	0.54646	0.070574	0.517	0.014099	0.010985	0.10224	0.12503	0.22151	0.49901	0.47315	0.86693	0.98878	0.73798	0.46421	0.92086	0.91523	1	0.68922	0.024304	0.00071135	0.015269	0.019395	0.17931	0.27486	0.31589	0.30676	0.072989	0.10673	0.19425	0.18576	0.19823	0.22655	0.038005	0.034502	0.03057	0.050836	0.02337	0.012153	0.019379	0.028734	0.016885	0.011815	0.010594	0.013267	0.0099758	0.012496	0.013238	0.015703	0.019944	0.035141	0.11748	0.14999	0.065515	0.069907	0.026682	0.16575	0.058048	0.18625	0.14156	0.10795	0.050874	0.13723	0.19186	0.065339	0.082066	0.025483	0.070145	0.15052	0.01734	0.12394	0.20648	0.13232	0.2455	0.023226	0.04529	0.050812	0.12051	0.052764	0.1156	0.027789	0.042729	0.016943	0.034638	0.056936	0.031831	0.057696	0.13533	0.1141	0.21978	0.066826	0.10762	0.16709	0.19387	0.062621
